fps_original_index,fps_selection_order,video_id,start_time,end_time,video_link,caption,general_nsi,music_nsi,environmental_nsi,extraspeech_nsi,additionalnarrative_nsi,quotedspeech_nsi,misc_nsi,nonenglish_captions,nsi_text,coarse_template,fine_template,caption_id,word_count,char_count,avg_word_length,pos_sequence,mean_lexical_frequency
6293,11,O0SOK-_5owA,3576.6,3578.866,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3576,[But EJ failed to pull it off],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,But EJ failed to pull it off,CCONJ + PROPN + VERB + PART + VERB + PRON + ADP,CC + NNP + VBD + TO + VB + PRP + RP,6293,7,30,3.4285714285714284,CCONJ PROPN VERB PART VERB PRON ADP,5.65
5208,12,M_zhvfBbvaA,0.58,3.2,https://www.youtube.com/watch?v=M_zhvfBbvaA&t=0,[ding ding ding! ding ding ding!],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ding ding ding! ding ding ding!,VERB + VERB + NOUN + VERB + VERB + VERB,VBG + VBG + NN + VBG + VBG + VBG,5208,6,33,4.666666666666667,VERB VERB NOUN VERB VERB VERB,3.63
6079,13,NvjtzKUaq-s,3491.912,3506.032,https://www.youtube.com/watch?v=NvjtzKUaq-s&t=3491,"The gold band around the base of the dome carries the inscription ""... you are Peter, and on this rock I will build my church. ... and I will give you the keys of the kingdom of heaven ..."" (in Latin) from the Book of Matthew.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,in Latin,ADP + NOUN,IN + NN,6079,46,226,3.934782608695652,ADP NOUN,5.799565217391304
1687,14,8934qhVjaoA,2901.633,2905.966,https://www.youtube.com/watch?v=8934qhVjaoA&t=2901,[Team B's dance performance is over],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Team B's dance performance is over,NOUN + PROPN + PART + NOUN + NOUN + AUX + ADV,NN + NNP + POS + NN + NN + VBZ + RB,1687,6,36,5.166666666666667,NOUN PROPN PART NOUN NOUN AUX ADV,5.329999999999999
6171,15,O0SOK-_5owA,1120.4,1122.333,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1120,[The look on his face suddenly changes],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The look on his face suddenly changes,DET + NOUN + ADP + PRON + NOUN + ADV + VERB,DT + NN + IN + PRP$ + NN + RB + VBZ,6171,7,39,4.714285714285714,DET NOUN ADP PRON NOUN ADV VERB,6.031428571428571
3697,16,hMOCumxpdvU,253.208,257.125,https://www.youtube.com/watch?v=hMOCumxpdvU&t=253,"(""I'm Saved"", by Duncan Saige)",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"""I'm Saved"", by Duncan Saige",PRON + AUX + VERB + ADP + PROPN + PROPN,PRP + VBP + VBN + IN + NNP + NNP,3697,5,30,5.2,PRON AUX VERB ADP PROPN PROPN,4.612
3671,17,hdAz1pNn4yQ,582.99,584.99,https://www.youtube.com/watch?v=hdAz1pNn4yQ&t=582,(I have to clean the camera after spraying xD),1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,I have to clean the camera after spraying xD,PRON + VERB + PART + VERB + DET + NOUN + ADP + VERB + ADV,PRP + VBP + TO + VB + DT + NN + IN + VBG + RB,3671,9,46,4.222222222222222,PRON VERB PART VERB DET NOUN ADP VERB ADV,5.7988888888888885
420,18,22slVOd2Ki0,3.834,6.25,https://www.youtube.com/watch?v=22slVOd2Ki0&t=3,[It is the strength of fighting against the threat],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,It is the strength of fighting against the threat,PRON + AUX + DET + NOUN + ADP + VERB + ADP + DET + NOUN,PRP + VBZ + DT + NN + IN + VBG + IN + DT + NN,420,9,51,4.777777777777778,PRON AUX DET NOUN ADP VERB ADP DET NOUN,6.32
6268,19,O0SOK-_5owA,3143.066,3146.5,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3143,[What do the four producers have to say?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,What do the four producers have to say?,PRON + AUX + DET + NUM + NOUN + VERB + PART + VERB,WP + VBP + DT + CD + NNS + VBP + TO + VB,6268,8,41,4.25,PRON AUX DET NUM NOUN VERB PART VERB,6.295
4532,20,jl8GHkEguXE,558.229,560.932,https://www.youtube.com/watch?v=jl8GHkEguXE&t=558,[V joins the other mannequins as an extra],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,V joins the other mannequins as an extra,PROPN + VERB + DET + ADJ + NOUN + ADP + DET + ADJ,NNP + VBZ + DT + JJ + NNS + IN + DT + JJ,4532,8,42,4.375,PROPN VERB DET ADJ NOUN ADP DET ADJ,5.51375
4508,21,Ji3C_PjJonM,579.98,587.78,https://www.youtube.com/watch?v=Ji3C_PjJonM&t=579,"(very muffled, crackly, barely audible male chatting and laughing)",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"very muffled, crackly, barely audible male chatting and laughing",ADV + ADJ + ADV + ADV + ADJ + NOUN + NOUN + CCONJ + VERB,RB + JJ + RB + RB + JJ + NN + NN + CC + VBG,4508,9,66,6.444444444444445,ADV ADJ ADV ADV ADJ NOUN NOUN CCONJ VERB,4.384444444444444
6300,22,O0SOK-_5owA,3776.833,3779.433,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3776,[&amp;BALLs are piling up one by one],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,&amp;BALLs are piling up one by one,NOUN + AUX + VERB + ADP + NUM + ADP + NUM,NNS + VBP + VBG + RP + CD + IN + CD,6300,7,37,4.428571428571429,NOUN AUX VERB ADP NUM ADP NUM,5.678571428571429
6228,23,O0SOK-_5owA,2066.566,2068.066,https://www.youtube.com/watch?v=O0SOK-_5owA&t=2066,[4 debut group members and 11 trainees],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4 debut group members and 11 trainees,NUM + NOUN + NOUN + NOUN + CCONJ + NUM + NOUN,CD + NN + NN + NNS + CC + CD + NNS,6228,7,39,4.714285714285714,NUM NOUN NOUN NOUN CCONJ NUM NOUN,5.317142857142858
6072,24,NvjtzKUaq-s,427.157,439.12,https://www.youtube.com/watch?v=NvjtzKUaq-s&t=427,"The facade received much criticism, however, for being too wide for its height. It is 157 ft (48m) high and 380 ft (116 m) wide. Each column is nearly 90 ft (27 m) tall.",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,48m 116 m 27 m,NUM + VERB + NUM + VERB + NUM + NUM,CD + VBP + CD + VBP + CD + CD,6072,34,169,4.0,NUM VERB NUM VERB NUM NUM,5.286764705882353
6183,25,O0SOK-_5owA,1240.133,1242.833,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1240,[As the trainees who went first do well],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,As the trainees who went first do well,SCONJ + DET + NOUN + PRON + VERB + ADV + VERB + ADV,IN + DT + NNS + WP + VBD + RB + VBP + RB,6183,8,40,4.125,SCONJ DET NOUN PRON VERB ADV VERB ADV,6.012499999999999
6078,26,NvjtzKUaq-s,1354.226,1366.2,https://www.youtube.com/watch?v=NvjtzKUaq-s&t=1354,The cloth was miraculously imprinted with the face of Christ and the true relic is claimed to be housed in the basilica (although several other versions also exist).,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,although several other versions also exist,SCONJ + ADJ + ADJ + NOUN + ADV + VERB,IN + JJ + JJ + NNS + RB + VBP,6078,28,165,4.928571428571429,SCONJ ADJ ADJ NOUN ADV VERB,5.736071428571428
6201,27,O0SOK-_5owA,1484.766,1487.733,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1484,[The chorus is finally unveiled],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The chorus is finally unveiled,DET + NOUN + AUX + ADV + VERB,DT + NN + VBZ + RB + VBN,6201,5,32,5.6,DET NOUN AUX ADV VERB,5.526000000000001
6161,28,O0SOK-_5owA,1008.4,1010.566,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1008,[The members show off their charm],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The members show off their charm,DET + NOUN + VERB + ADP + PRON + NOUN,DT + NNS + VBP + RP + PRP$ + NN,6161,6,34,4.833333333333333,DET NOUN VERB ADP PRON NOUN,5.856666666666666
7044,29,QAGIjIIM91Y,4855.84,4861.4,https://www.youtube.com/watch?v=QAGIjIIM91Y&t=4855,"(A song from the movie, ""SACHIN"".)",1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,"A song from the movie, ""SACHIN"".",DET + NOUN + ADP + DET + NOUN + ADV,DT + NN + IN + DT + NN + RB,7044,6,34,4.833333333333333,DET NOUN ADP DET NOUN ADV,5.848333333333334
5218,30,M_zhvfBbvaA,539.36,542.98,https://www.youtube.com/watch?v=M_zhvfBbvaA&t=539,[Glass Joe is not having a good day],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Glass Joe is not having a good day,NOUN + PROPN + AUX + PART + VERB + DET + ADJ + NOUN,NN + NNP + VBZ + RB + VBG + DT + JJ + NN,5218,8,36,3.625,NOUN PROPN AUX PART VERB DET ADJ NOUN,6.05125
6298,31,O0SOK-_5owA,3670.666,3675.666,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3670,[It's time to put &amp;BALLs in the &amp;RING],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,It's time to put &amp;BALLs in the &amp;RING,PRON + AUX + NOUN + PART + VERB + NOUN + ADP + DET + NOUN,PRP + VBZ + NN + TO + VB + NNS + IN + DT + NN,6298,8,46,4.875,PRON AUX NOUN PART VERB NOUN ADP DET NOUN,6.02375
5217,32,M_zhvfBbvaA,505.13,507.12,https://www.youtube.com/watch?v=M_zhvfBbvaA&t=505,[Glass Joe grunts and groans some more],1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Glass Joe grunts and groans some more,NOUN + PROPN + NOUN + CCONJ + VERB + PRON + ADV,NN + NNP + NNS + CC + VBZ + DT + RBR,5217,7,39,4.714285714285714,NOUN PROPN NOUN CCONJ VERB PRON ADV,5.064285714285715
6281,33,O0SOK-_5owA,3382.533,3385.033,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3382,[Our efforts failed to come to fruition?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Our efforts failed to come to fruition?,PRON + NOUN + VERB + PART + VERB + ADP + NOUN,PRP$ + NNS + VBD + TO + VB + IN + NN,6281,7,41,5.0,PRON NOUN VERB PART VERB ADP NOUN,5.655714285714287
7051,34,qbkH_0TNdk0,464.129,465.33,https://www.youtube.com/watch?v=qbkH_0TNdk0&t=464,(people are paying you money.),1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,people are paying you money.,NOUN + AUX + VERB + PRON + NOUN,NNS + VBP + VBG + PRP + NN,7051,5,30,5.2,NOUN AUX VERB PRON NOUN,6.072000000000001
6131,35,O0SOK-_5owA,694.866,698.433,https://www.youtube.com/watch?v=O0SOK-_5owA&t=694,[Is the second trainee older too?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Is the second trainee older too?,AUX + DET + ADJ + NOUN + ADJ + ADV,VBZ + DT + JJ + NN + JJR + RB,6131,6,34,4.833333333333333,AUX DET ADJ NOUN ADJ ADV,5.788333333333334
805,36,3XkjoLgZr60,25.78,26.856,https://www.youtube.com/watch?v=3XkjoLgZr60&t=25,[Hobi-bear is spreading a happiness virus],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Hobi-bear is spreading a happiness virus,PROPN + PROPN + AUX + VERB + DET + NOUN + NOUN,NNP + NNP + VBZ + VBG + DT + NN + NN,805,6,42,6.166666666666667,PROPN PROPN AUX VERB DET NOUN NOUN,4.8933333333333335
1662,37,8934qhVjaoA,1273.566,1277.066,https://www.youtube.com/watch?v=8934qhVjaoA&t=1273,[Constantly in awe of BTS's performance],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Constantly in awe of BTS's performance,ADV + ADP + NOUN + ADP + PROPN + PART + NOUN,RB + IN + NN + IN + NNP + POS + NN,1662,6,40,5.833333333333333,ADV ADP NOUN ADP PROPN PART NOUN,4.956666666666666
4535,38,jl8GHkEguXE,680.791,684.111,https://www.youtube.com/watch?v=jl8GHkEguXE&t=680,[Puts on a new hat for his last scenes!],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Puts on a new hat for his last scenes!,VERB + ADP + DET + ADJ + NOUN + ADP + PRON + ADJ + NOUN,VBZ + RP + DT + JJ + NN + IN + PRP$ + JJ + NNS,4535,9,40,3.555555555555556,VERB ADP DET ADJ NOUN ADP PRON ADJ NOUN,5.948888888888889
6253,39,O0SOK-_5owA,2396.733,2401.033,https://www.youtube.com/watch?v=O0SOK-_5owA&t=2396,[What in the world is this for?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,What in the world is this for?,PRON + ADP + DET + NOUN + AUX + PRON + ADP,WP + IN + DT + NN + VBZ + DT + IN,6253,7,32,3.7142857142857135,PRON ADP DET NOUN AUX PRON ADP,6.881428571428572
4507,40,jGmDVjbE1z4,60.75,62.541,https://www.youtube.com/watch?v=jGmDVjbE1z4&t=60,[“not-so-special” Mr. Saitou and his friends],1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,“not-so-special” Mr. Saitou and his friends,PART + ADV + ADJ + PROPN + PROPN + CCONJ + PRON + NOUN,RB + RB + JJ + NNP + NNP + CC + PRP$ + NNS,4507,6,45,6.666666666666667,PART ADV ADJ PROPN PROPN CCONJ PRON NOUN,5.308333333333334
7052,41,qbkH_0TNdk0,465.33,468.74,https://www.youtube.com/watch?v=qbkH_0TNdk0&t=465,(You're just being paid to have fun?),1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,You're just being paid to have fun?,PRON + AUX + ADV + AUX + VERB + PART + VERB + NOUN,PRP + VBP + RB + VBG + VBN + TO + VB + NN,7052,7,37,4.428571428571429,PRON AUX ADV AUX VERB PART VERB NOUN,6.115714285714285
1739,42,8ML-5AAiM1Y,0.217,2.709,https://www.youtube.com/watch?v=8ML-5AAiM1Y&t=0,"♫ [""Lift Me Up"" by Rihanna] ♫",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"""Lift Me Up"" by Rihanna",VERB + PRON + ADP + ADP + PROPN,VB + PRP + RP + IN + NNP,1739,7,29,3.2857142857142856,VERB PRON ADP ADP PROPN,5.047142857142857
6184,43,O0SOK-_5owA,1242.833,1246.6,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1242,[the rest of them starts to get anxious],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,the rest of them starts to get anxious,DET + NOUN + ADP + PRON + VERB + PART + VERB + ADJ,DT + NN + IN + PRP + VBZ + TO + VB + JJ,6184,8,40,4.125,DET NOUN ADP PRON VERB PART VERB ADJ,6.147500000000001
3939,44,ile6FWIScck,160.59,165.179,https://www.youtube.com/watch?v=ile6FWIScck&t=160,"You can get them from Gatorade or whatever your gonna see. Um, mine is white and (ss:i thought you liked orange)",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ss:i thought you liked orange,PROPN + PRON + VERB + PRON + VERB + ADJ,NNP + PRP + VBD + PRP + VBD + JJ,3939,21,112,4.380952380952381,PROPN PRON VERB PRON VERB ADJ,5.536190476190477
4530,45,jl8GHkEguXE,59.518,62.815,https://www.youtube.com/watch?v=jl8GHkEguXE&t=59,[Next set looks like a hospital ward!],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Next set looks like a hospital ward!,ADJ + NOUN + VERB + ADP + DET + NOUN + NOUN,JJ + NN + VBZ + IN + DT + NN + NN,4530,7,38,4.571428571428571,ADJ NOUN VERB ADP DET NOUN NOUN,5.694285714285713
6124,46,O0SOK-_5owA,628.566,630.833,https://www.youtube.com/watch?v=O0SOK-_5owA&t=628,[But can't hide his nervousness],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,But can't hide his nervousness,CCONJ + AUX + PART + VERB + PRON + NOUN,CC + MD + RB + VB + PRP$ + NN,6124,5,32,5.6,CCONJ AUX PART VERB PRON NOUN,5.303999999999999
1689,47,8934qhVjaoA,2937.766,2940.966,https://www.youtube.com/watch?v=8934qhVjaoA&t=2937,[A strict evaluation for Team B as well],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A strict evaluation for Team B as well,DET + ADJ + NOUN + ADP + NOUN + VERB + ADV + ADV,DT + JJ + NN + IN + NN + VBN + RB + RB,1689,8,40,4.125,DET ADJ NOUN ADP NOUN VERB ADV ADV,5.828749999999999
4813,48,kU8dLtl1KNM,228.499,229.332,https://www.youtube.com/watch?v=kU8dLtl1KNM&t=228,(Mike and Barry laugh),1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Mike and Barry laugh,PROPN + CCONJ + PROPN + NOUN,NNP + CC + NNP + NN,4813,4,22,4.75,PROPN CCONJ PROPN NOUN,5.2825
813,49,3XkjoLgZr60,54.08,54.898,https://www.youtube.com/watch?v=3XkjoLgZr60&t=54,[If you fell for j-hope's charms],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,If you fell for j-hope's charms,SCONJ + PRON + VERB + ADP + NOUN + NOUN + PART + NOUN,IN + PRP + VBD + IN + NN + NN + POS + NNS,813,6,33,4.666666666666667,SCONJ PRON VERB ADP NOUN NOUN PART NOUN,5.249999999999999
6113,50,O0SOK-_5owA,361.266,364.0,https://www.youtube.com/watch?v=O0SOK-_5owA&t=361,[Who is the debut group waiting for?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Who is the debut group waiting for?,PRON + AUX + DET + NOUN + NOUN + VERB + ADP,WP + VBZ + DT + NN + NN + VBG + IN,6113,7,37,4.428571428571429,PRON AUX DET NOUN NOUN VERB ADP,6.185714285714285
1660,51,8934qhVjaoA,1160.833,1162.7,https://www.youtube.com/watch?v=8934qhVjaoA&t=1160,[What is the song for Team B?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,What is the song for Team B?,PRON + AUX + DET + NOUN + ADP + NOUN + PROPN,WP + VBZ + DT + NN + IN + NN + NNP,1660,7,30,3.4285714285714284,PRON AUX DET NOUN ADP NOUN PROPN,6.352857142857142
6278,52,O0SOK-_5owA,3358.7,3360.866,https://www.youtube.com/watch?v=O0SOK-_5owA&t=3358,[Close-up camera evaluation by Soma],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Close-up camera evaluation by Soma,ADJ + ADP + NOUN + NOUN + ADP + NOUN,JJ + RP + NN + NN + IN + NN,6278,5,36,6.4,ADJ ADP NOUN NOUN ADP NOUN,4.854000000000001
6265,53,O0SOK-_5owA,2786.466,2788.166,https://www.youtube.com/watch?v=O0SOK-_5owA&t=2786,[Will they be able to fill up the &amp;RING?],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Will they be able to fill up the &amp;RING?,AUX + PRON + AUX + ADJ + PART + VERB + ADP + PRON + PROPN,MD + PRP + VB + JJ + TO + VB + RP + DT + NNP,6265,9,45,4.111111111111111,AUX PRON AUX ADJ PART VERB ADP PRON PROPN,6.124444444444444
6189,54,O0SOK-_5owA,1284.933,1287.766,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1284,"[Gather around, Pokémon friends!]",1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Gather around, Pokémon friends!",VERB + ADP + PROPN + NOUN,VB + RP + NNP + NNS,6189,4,33,7.5,VERB ADP PROPN NOUN,4.785
6420,55,OHpaSs3Xv3Q,54.549,60.56,https://www.youtube.com/watch?v=OHpaSs3Xv3Q&t=54,Oil - 4-5 tbsp (foe making stuffing and to roast paranthas),1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,foe making stuffing and to roast paranthas,VERB + VERB + NOUN + CCONJ + PART + VERB + NOUN,VB + VBG + NN + CC + TO + VB + NNS,6420,11,59,4.454545454545454,VERB VERB NOUN CCONJ PART VERB NOUN,4.078181818181818
1679,56,8934qhVjaoA,2032.2,2033.466,https://www.youtube.com/watch?v=8934qhVjaoA&t=2032,[A guy who doesn't know how to lose],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,A guy who doesn't know how to lose,DET + NOUN + PRON + AUX + PART + VERB + SCONJ + PART + VERB,DT + NN + WP + VBZ + RB + VB + WRB + TO + VB,1679,8,36,3.625,DET NOUN PRON AUX PART VERB SCONJ PART VERB,6.1850000000000005
6193,57,O0SOK-_5owA,1435.2,1436.966,https://www.youtube.com/watch?v=O0SOK-_5owA&t=1435,[It will be revealed now],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,It will be revealed now,PRON + AUX + AUX + VERB + ADV,PRP + MD + VB + VBN + RB,6193,5,25,4.2,PRON AUX AUX VERB ADV,6.204000000000001
3592,58,gPttEzhI_K4,153.043,158.893,https://www.youtube.com/watch?v=gPttEzhI_K4&t=153,"But when I went there [to volunteer], I saw how happy they [the tribes] were with the simple things.",1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,to volunteer the tribes,PART + VERB + DET + NOUN,TO + VB + DT + NNS,3592,19,100,4.315789473684211,PART VERB DET NOUN,6.191052631578947
6236,59,O0SOK-_5owA,2125.766,2127.766,https://www.youtube.com/watch?v=O0SOK-_5owA&t=2125,[The producers suddenly show up],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,The producers suddenly show up,DET + NOUN + ADV + VERB + ADP,DT + NNS + RB + VBP + RP,6236,5,32,5.6,DET NOUN ADV VERB ADP,5.766
4533,60,jl8GHkEguXE,576.845,579.229,https://www.youtube.com/watch?v=jl8GHkEguXE&t=576,[Finishes filming the scene with V!],1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Finishes filming the scene with V!,VERB + VERB + DET + NOUN + ADP + NOUN,VBZ + VBG + DT + NN + IN + NN,4533,6,36,5.166666666666667,VERB VERB DET NOUN ADP NOUN,5.45
